FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,AircraftType,Duration,Status
275,LAS,DFW,2024-04-27 03:33:00,2024-04-27 05:00:00,Boeing 777,87,Delayed
276,ORD,DEN,2024-03-15 02:48:00,2024-03-15 07:40:00,Boeing 737,292,Scheduled
277,SFO,LAS,2024-01-24 18:55:00,2024-01-25 00:26:00,Boeing 737,331,Delayed
278,DFW,ORD,2024-09-11 08:16:00,2024-09-11 12:50:00,Boeing 737,274,Cancelled
279,JFK,MIA,2024-07-04 10:32:00,2024-07-04 14:11:00,Boeing 777,219,Cancelled
280,MIA,ATL,2024-08-12 02:17:00,2024-08-12 04:33:00,Airbus A380,136,Delayed
281,ATL,SEA,2024-05-20 22:55:00,2024-05-21 04:34:00,Boeing 737,339,Scheduled
282,MIA,DEN,2024-07-02 23:55:00,2024-07-03 03:59:00,Boeing 737,244,Scheduled
283,DEN,LAX,2024-01-29 22:30:00,2024-01-30 01:28:00,Airbus A320,178,Cancelled
284,DFW,LAX,2024-08-19 07:30:00,2024-08-19 09:37:00,Airbus A320,127,Delayed
285,SEA,SFO,2024-08-03 14:33:00,2024-08-03 17:29:00,Boeing 737,176,Scheduled
286,JFK,DFW,2024-03-19 02:22:00,2024-03-19 06:08:00,Airbus A380,226,Cancelled
287,DEN,SFO,2024-02-27 04:52:00,2024-02-27 08:18:00,Boeing 777,206,Cancelled
288,ORD,DFW,2024-09-08 02:27:00,2024-09-08 03:38:00,Boeing 777,71,Delayed
289,SEA,SEA,2024-03-19 05:34:00,2024-03-19 08:16:00,Boeing 777,162,Scheduled
290,SEA,SEA,2024-03-30 13:39:00,2024-03-30 15:03:00,Boeing 777,84,Delayed
291,SFO,SFO,2024-01-30 03:49:00,2024-01-30 07:16:00,Airbus A320,207,Scheduled
292,MIA,DEN,2024-05-25 23:14:00,2024-05-26 03:47:00,Boeing 777,273,Delayed
293,DEN,SEA,2024-11-20 20:28:00,2024-11-20 23:23:00,Airbus A320,175,Cancelled
294,DFW,SEA,2024-08-07 01:23:00,2024-08-07 06:28:00,Boeing 737,305,Scheduled
295,LAX,SEA,2024-12-17 00:48:00,2024-12-17 04:43:00,Boeing 777,235,Cancelled
296,DFW,ORD,2024-07-22 01:39:00,2024-07-22 07:29:00,Boeing 737,350,Scheduled
297,ORD,DEN,2024-06-13 13:48:00,2024-06-13 16:02:00,Airbus A380,134,Cancelled
298,ATL,DFW,2024-11-12 19:01:00,2024-11-13 00:33:00,Airbus A320,332,Scheduled
299,MIA,DFW,2024-10-11 20:59:00,2024-10-12 02:51:00,Boeing 737,352,Delayed
300,SFO,JFK,2024-06-30 07:21:00,2024-06-30 11:36:00,Airbus A380,255,Cancelled
301,SFO,SEA,2024-02-08 11:47:00,2024-02-08 14:24:00,Boeing 737,157,Scheduled
302,SEA,MIA,2024-02-16 19:29:00,2024-02-17 01:29:00,Boeing 777,360,Delayed
303,ORD,LAX,2024-12-23 22:46:00,2024-12-24 02:07:00,Airbus A320,201,Delayed
304,ORD,JFK,2024-08-04 03:02:00,2024-08-04 06:52:00,Boeing 777,230,Cancelled
305,JFK,ORD,2024-05-29 07:25:00,2024-05-29 10:31:00,Boeing 777,186,Cancelled
306,LAS,MIA,2024-05-02 11:45:00,2024-05-02 14:53:00,Boeing 737,188,Delayed
307,SEA,LAS,2024-11-03 06:32:00,2024-11-03 12:13:00,Airbus A320,341,Cancelled
308,MIA,ATL,2024-11-17 23:20:00,2024-11-18 02:55:00,Boeing 777,215,Scheduled
309,LAS,ORD,2024-06-17 13:20:00,2024-06-17 17:42:00,Airbus A320,262,Scheduled
310,SEA,LAX,2024-05-12 03:17:00,2024-05-12 06:29:00,Airbus A380,192,Delayed
311,LAX,ATL,2024-07-17 03:05:00,2024-07-17 07:24:00,Boeing 777,259,Scheduled
312,ORD,ORD,2024-03-05 17:07:00,2024-03-05 20:03:00,Boeing 737,176,Delayed
313,ATL,LAX,2024-09-07 09:51:00,2024-09-07 10:51:00,Airbus A380,60,Scheduled
314,JFK,LAX,2024-08-16 06:10:00,2024-08-16 09:47:00,Boeing 777,217,Delayed
315,SEA,LAS,2024-09-16 22:45:00,2024-09-17 00:08:00,Airbus A320,83,Scheduled
316,ATL,SEA,2024-08-08 11:49:00,2024-08-08 15:11:00,Airbus A320,202,Scheduled
317,ORD,JFK,2024-09-25 07:32:00,2024-09-25 09:39:00,Airbus A380,127,Cancelled
318,JFK,ATL,2024-03-16 08:09:00,2024-03-16 12:19:00,Boeing 737,250,Delayed
319,SFO,LAX,2024-12-27 06:08:00,2024-12-27 09:21:00,Airbus A380,193,Scheduled
320,SFO,JFK,2024-01-16 13:05:00,2024-01-16 17:22:00,Airbus A320,257,Delayed
321,LAX,LAS,2024-07-05 02:55:00,2024-07-05 04:18:00,Boeing 777,83,Cancelled
322,ORD,ATL,2024-01-11 16:24:00,2024-01-11 20:20:00,Boeing 737,236,Delayed
323,ATL,ATL,2024-01-14 19:09:00,2024-01-14 22:03:00,Boeing 777,174,Delayed
324,LAS,SFO,2024-11-27 18:57:00,2024-11-27 22:38:00,Boeing 777,221,Scheduled
325,SEA,DFW,2024-05-29 23:27:00,2024-05-30 03:06:00,Airbus A380,219,Cancelled
326,ATL,MIA,2024-08-06 21:18:00,2024-08-07 01:19:00,Airbus A320,241,Scheduled
327,SEA,MIA,2024-07-25 15:35:00,2024-07-25 17:57:00,Boeing 777,142,Scheduled
328,LAS,LAS,2024-02-19 14:48:00,2024-02-19 19:20:00,Airbus A380,272,Delayed
329,DFW,SFO,2024-05-16 21:17:00,2024-05-16 23:02:00,Airbus A320,105,Scheduled
330,ATL,ORD,2024-06-14 22:24:00,2024-06-15 03:56:00,Airbus A380,332,Cancelled
331,LAX,LAS,2024-10-12 17:40:00,2024-10-12 20:34:00,Airbus A320,174,Cancelled
332,JFK,SEA,2024-02-28 13:54:00,2024-02-28 16:35:00,Airbus A320,161,Cancelled
333,LAS,DEN,2024-12-25 17:29:00,2024-12-25 23:00:00,Airbus A380,331,Cancelled
334,SFO,SEA,2024-12-22 05:09:00,2024-12-22 10:57:00,Airbus A320,348,Scheduled
335,LAX,DFW,2024-03-07 13:51:00,2024-03-07 15:45:00,Airbus A320,114,Scheduled
336,LAX,SFO,2024-09-23 07:52:00,2024-09-23 11:50:00,Boeing 777,238,Delayed
337,DEN,DFW,2024-09-06 10:12:00,2024-09-06 11:20:00,Airbus A380,68,Scheduled
338,ATL,JFK,2024-09-08 14:21:00,2024-09-08 15:46:00,Boeing 737,85,Scheduled
339,ATL,ATL,2024-07-08 09:07:00,2024-07-08 10:46:00,Boeing 737,99,Delayed
340,MIA,SFO,2024-02-25 16:41:00,2024-02-25 17:54:00,Boeing 777,73,Cancelled
341,DFW,LAS,2024-11-06 04:16:00,2024-11-06 06:08:00,Boeing 777,112,Scheduled
342,DEN,ORD,2024-09-19 15:31:00,2024-09-19 18:16:00,Boeing 777,165,Scheduled
343,LAX,SEA,2024-10-06 00:33:00,2024-10-06 04:12:00,Airbus A380,219,Scheduled
344,LAX,SEA,2024-12-03 14:16:00,2024-12-03 17:39:00,Boeing 737,203,Scheduled
345,JFK,JFK,2024-02-29 13:02:00,2024-02-29 17:49:00,Boeing 777,287,Scheduled
346,JFK,DFW,2024-06-04 05:55:00,2024-06-04 10:58:00,Boeing 737,303,Delayed
347,MIA,ORD,2024-01-04 10:09:00,2024-01-04 13:58:00,Boeing 777,229,Delayed
348,MIA,ORD,2024-07-20 07:15:00,2024-07-20 10:58:00,Airbus A380,223,Delayed
349,ORD,DFW,2024-09-03 22:27:00,2024-09-04 04:19:00,Airbus A320,352,Scheduled
350,MIA,ORD,2024-10-22 09:11:00,2024-10-22 11:33:00,Boeing 737,142,Cancelled
351,MIA,DFW,2024-01-04 14:40:00,2024-01-04 18:20:00,Airbus A380,220,Scheduled
352,JFK,ATL,2024-06-26 02:21:00,2024-06-26 04:52:00,Airbus A380,151,Delayed
353,SEA,SEA,2024-07-23 01:13:00,2024-07-23 03:02:00,Airbus A380,109,Cancelled
354,LAS,SFO,2024-11-28 01:51:00,2024-11-28 04:24:00,Boeing 777,153,Scheduled
355,ORD,MIA,2024-02-28 05:32:00,2024-02-28 09:14:00,Boeing 737,222,Cancelled
356,MIA,DFW,2024-08-12 06:06:00,2024-08-12 10:41:00,Boeing 737,275,Delayed
357,MIA,ORD,2024-11-03 06:02:00,2024-11-03 09:10:00,Airbus A380,188,Scheduled
358,MIA,SEA,2024-08-09 18:21:00,2024-08-09 20:37:00,Boeing 777,136,Delayed
359,JFK,MIA,2024-08-17 02:26:00,2024-08-17 08:21:00,Airbus A380,355,Delayed
360,ATL,DFW,2024-04-20 17:26:00,2024-04-20 20:42:00,Airbus A380,196,Cancelled
361,SEA,JFK,2024-07-16 14:40:00,2024-07-16 16:35:00,Airbus A320,115,Delayed
362,MIA,DFW,2024-01-14 23:16:00,2024-01-15 01:10:00,Airbus A380,114,Scheduled
363,DFW,LAX,2024-03-31 10:39:00,2024-03-31 15:57:00,Boeing 737,318,Scheduled
364,MIA,SEA,2024-07-06 18:01:00,2024-07-06 23:40:00,Airbus A380,339,Cancelled
365,DFW,SFO,2024-10-27 08:37:00,2024-10-27 13:23:00,Airbus A380,286,Delayed
366,SEA,LAS,2024-09-25 23:10:00,2024-09-26 04:14:00,Airbus A320,304,Delayed
367,DFW,LAX,2024-01-09 23:24:00,2024-01-10 01:36:00,Airbus A320,132,Delayed
368,SFO,ORD,2024-04-10 17:11:00,2024-04-10 20:37:00,Boeing 777,206,Scheduled
369,DFW,SEA,2024-08-13 18:31:00,2024-08-13 22:16:00,Boeing 777,225,Cancelled
370,ATL,MIA,2024-06-19 05:38:00,2024-06-19 08:11:00,Boeing 737,153,Delayed
371,ORD,DFW,2024-09-21 11:25:00,2024-09-21 13:43:00,Boeing 737,138,Delayed
372,ATL,DFW,2024-02-27 06:09:00,2024-02-27 09:52:00,Boeing 777,223,Scheduled
373,LAX,MIA,2024-10-18 18:29:00,2024-10-18 21:14:00,Boeing 777,165,Delayed
374,JFK,SEA,2024-11-21 12:42:00,2024-11-21 15:16:00,Airbus A380,154,Cancelled
375,LAX,JFK,2024-03-11 01:54:00,2024-03-11 03:13:00,Boeing 777,79,Cancelled
376,SFO,ORD,2024-11-29 06:44:00,2024-11-29 09:11:00,Boeing 737,147,Delayed
377,LAS,JFK,2024-07-03 14:47:00,2024-07-03 16:34:00,Airbus A320,107,Delayed
378,ORD,DFW,2024-08-16 06:21:00,2024-08-16 08:53:00,Boeing 777,152,Delayed
379,LAX,LAS,2024-08-23 15:33:00,2024-08-23 21:07:00,Boeing 737,334,Cancelled
380,ATL,DFW,2024-05-29 15:45:00,2024-05-29 18:18:00,Airbus A380,153,Cancelled
381,MIA,MIA,2024-06-16 03:37:00,2024-06-16 06:18:00,Boeing 737,161,Cancelled
382,JFK,JFK,2024-03-07 08:17:00,2024-03-07 12:27:00,Boeing 737,250,Delayed
383,ORD,ORD,2024-08-19 23:22:00,2024-08-20 04:18:00,Airbus A380,296,Delayed
384,DFW,ORD,2024-07-04 01:23:00,2024-07-04 06:28:00,Airbus A380,305,Scheduled
385,SFO,ORD,2024-01-31 03:01:00,2024-01-31 07:09:00,Boeing 777,248,Cancelled
386,MIA,ORD,2024-02-09 15:57:00,2024-02-09 17:37:00,Boeing 777,100,Scheduled
387,LAS,ORD,2024-08-24 07:19:00,2024-08-24 08:35:00,Boeing 737,76,Cancelled
388,ORD,DEN,2024-10-25 10:41:00,2024-10-25 12:48:00,Airbus A320,127,Cancelled
389,SFO,JFK,2024-12-15 14:27:00,2024-12-15 16:42:00,Boeing 737,135,Delayed
390,DEN,DFW,2024-09-01 09:57:00,2024-09-01 12:08:00,Boeing 737,131,Cancelled
391,MIA,JFK,2024-11-23 04:32:00,2024-11-23 08:06:00,Airbus A320,214,Delayed
392,SFO,LAS,2024-08-19 20:46:00,2024-08-20 00:26:00,Boeing 737,220,Cancelled
393,ATL,DEN,2024-04-17 00:51:00,2024-04-17 02:55:00,Boeing 777,124,Scheduled
394,LAS,DFW,2024-05-11 05:23:00,2024-05-11 10:13:00,Airbus A320,290,Scheduled
395,SEA,DEN,2024-11-17 15:42:00,2024-11-17 19:43:00,Airbus A380,241,Scheduled
396,ATL,DFW,2024-03-02 22:03:00,2024-03-02 23:20:00,Boeing 777,77,Delayed
397,ATL,LAX,2024-10-02 21:53:00,2024-10-03 01:48:00,Boeing 777,235,Scheduled
398,LAX,ATL,2024-02-28 07:12:00,2024-02-28 10:36:00,Airbus A320,204,Delayed
399,JFK,JFK,2024-08-18 00:49:00,2024-08-18 02:38:00,Airbus A380,109,Delayed
400,SFO,DFW,2024-08-28 05:13:00,2024-08-28 06:16:00,Boeing 737,63,Delayed
401,LAX,LAX,2024-03-30 15:19:00,2024-03-30 17:33:00,Airbus A320,134,Scheduled
402,DFW,DFW,2024-09-12 21:06:00,2024-09-13 01:20:00,Airbus A380,254,Scheduled
403,LAS,ORD,2024-08-31 08:32:00,2024-08-31 11:41:00,Airbus A320,189,Scheduled
404,SEA,SEA,2024-07-17 19:58:00,2024-07-17 22:29:00,Boeing 737,151,Scheduled
405,LAS,MIA,2024-10-20 06:07:00,2024-10-20 11:33:00,Airbus A380,326,Delayed
406,LAX,MIA,2024-01-02 22:56:00,2024-01-03 02:49:00,Boeing 777,233,Delayed
407,ATL,LAX,2024-06-03 01:55:00,2024-06-03 03:11:00,Airbus A320,76,Scheduled
408,DEN,LAS,2024-08-31 04:05:00,2024-08-31 05:25:00,Boeing 737,80,Scheduled
409,ORD,ORD,2024-12-22 10:00:00,2024-12-22 11:07:00,Boeing 777,67,Scheduled
410,ATL,DFW,2024-11-30 18:49:00,2024-11-30 22:38:00,Airbus A320,229,Scheduled
411,DFW,MIA,2024-01-28 04:25:00,2024-01-28 06:05:00,Boeing 737,100,Cancelled
412,MIA,LAX,2024-09-01 03:17:00,2024-09-01 06:55:00,Airbus A320,218,Cancelled
413,ORD,SEA,2024-12-08 07:57:00,2024-12-08 13:14:00,Boeing 737,317,Scheduled
414,ORD,LAX,2024-10-08 21:32:00,2024-10-08 23:25:00,Boeing 737,113,Cancelled
415,DFW,JFK,2024-04-06 12:19:00,2024-04-06 15:53:00,Boeing 737,214,Cancelled
416,MIA,SEA,2024-06-15 15:05:00,2024-06-15 20:57:00,Airbus A380,352,Cancelled
417,ATL,ATL,2024-12-25 01:08:00,2024-12-25 04:46:00,Airbus A380,218,Scheduled
418,ATL,DFW,2024-06-28 20:32:00,2024-06-28 22:57:00,Boeing 777,145,Delayed
419,MIA,MIA,2024-04-01 18:55:00,2024-04-01 23:46:00,Boeing 777,291,Delayed
420,ORD,MIA,2024-12-06 04:52:00,2024-12-06 07:57:00,Boeing 737,185,Delayed
421,ATL,ORD,2024-12-01 15:01:00,2024-12-01 16:54:00,Boeing 777,113,Scheduled
422,SFO,ORD,2024-01-03 19:44:00,2024-01-04 01:14:00,Airbus A380,330,Delayed
423,ORD,DEN,2024-02-23 06:45:00,2024-02-23 10:11:00,Airbus A320,206,Cancelled
424,SFO,DFW,2024-02-23 21:00:00,2024-02-24 00:55:00,Boeing 737,235,Scheduled
425,LAS,JFK,2024-12-02 22:00:00,2024-12-03 03:26:00,Airbus A380,326,Scheduled
426,JFK,MIA,2024-12-22 07:05:00,2024-12-22 11:23:00,Airbus A380,258,Scheduled
427,SEA,ATL,2024-11-30 21:18:00,2024-12-01 02:20:00,Boeing 777,302,Delayed
428,DFW,DEN,2024-06-08 06:19:00,2024-06-08 11:32:00,Airbus A320,313,Scheduled
429,LAX,MIA,2024-02-01 03:50:00,2024-02-01 07:36:00,Airbus A380,226,Scheduled
430,DEN,DFW,2024-03-13 17:58:00,2024-03-13 21:41:00,Airbus A380,223,Scheduled
431,ATL,ORD,2024-11-30 14:48:00,2024-11-30 17:18:00,Boeing 777,150,Delayed
432,ATL,JFK,2024-01-30 14:52:00,2024-01-30 19:54:00,Airbus A320,302,Delayed
433,SFO,DEN,2024-11-30 17:57:00,2024-11-30 22:50:00,Boeing 737,293,Scheduled
434,SFO,ORD,2024-03-10 12:48:00,2024-03-10 15:11:00,Boeing 737,143,Scheduled
435,DEN,DFW,2024-10-27 18:08:00,2024-10-28 00:07:00,Airbus A380,359,Delayed
436,LAS,SFO,2024-01-07 02:21:00,2024-01-07 07:14:00,Boeing 777,293,Delayed
437,SFO,MIA,2024-06-21 02:03:00,2024-06-21 06:15:00,Boeing 737,252,Cancelled
438,LAX,SEA,2024-08-10 23:32:00,2024-08-11 04:43:00,Airbus A320,311,Cancelled
439,LAX,SEA,2024-11-12 22:37:00,2024-11-13 00:22:00,Boeing 777,105,Delayed
440,MIA,DEN,2024-05-01 16:24:00,2024-05-01 22:05:00,Boeing 737,341,Cancelled
441,LAX,ATL,2024-03-18 23:49:00,2024-03-19 04:18:00,Boeing 777,269,Scheduled
442,ORD,SEA,2024-12-10 23:54:00,2024-12-11 03:53:00,Boeing 737,239,Delayed
443,DFW,SFO,2024-09-11 14:15:00,2024-09-11 15:51:00,Airbus A320,96,Cancelled
444,ORD,LAS,2024-02-15 23:36:00,2024-02-16 00:54:00,Airbus A320,78,Cancelled
445,ATL,LAS,2024-07-15 20:25:00,2024-07-16 00:04:00,Boeing 737,219,Scheduled
446,DFW,ATL,2024-10-13 15:50:00,2024-10-13 20:24:00,Boeing 737,274,Scheduled
447,SFO,ATL,2024-10-03 00:39:00,2024-10-03 05:50:00,Airbus A320,311,Cancelled
448,JFK,DFW,2024-05-22 23:47:00,2024-05-23 04:28:00,Boeing 737,281,Scheduled
449,DEN,LAX,2024-02-12 23:00:00,2024-02-13 01:46:00,Boeing 737,166,Cancelled
450,ATL,SFO,2024-08-02 08:03:00,2024-08-02 10:52:00,Airbus A320,169,Scheduled
451,MIA,MIA,2024-05-24 03:58:00,2024-05-24 07:29:00,Boeing 777,211,Delayed
452,JFK,DEN,2024-06-15 01:44:00,2024-06-15 04:46:00,Boeing 737,182,Cancelled
453,ATL,LAX,2024-12-21 08:58:00,2024-12-21 13:18:00,Airbus A320,260,Scheduled
454,ORD,LAS,2024-05-14 10:10:00,2024-05-14 13:15:00,Airbus A380,185,Cancelled
455,DFW,JFK,2024-07-11 01:16:00,2024-07-11 06:32:00,Boeing 777,316,Cancelled
456,MIA,SFO,2024-12-17 07:02:00,2024-12-17 10:46:00,Airbus A320,224,Scheduled
457,SFO,MIA,2024-04-25 18:24:00,2024-04-25 22:39:00,Airbus A320,255,Cancelled
458,ATL,DEN,2024-05-25 11:29:00,2024-05-25 12:32:00,Airbus A320,63,Scheduled
459,DFW,ATL,2024-06-26 12:25:00,2024-06-26 15:19:00,Boeing 737,174,Delayed
460,LAX,MIA,2024-08-27 01:21:00,2024-08-27 02:22:00,Boeing 777,61,Scheduled
461,DEN,LAX,2024-05-14 04:36:00,2024-05-14 09:18:00,Airbus A380,282,Scheduled
462,LAX,DFW,2024-05-28 04:32:00,2024-05-28 07:57:00,Airbus A380,205,Cancelled
463,ATL,SFO,2024-04-06 05:14:00,2024-04-06 08:28:00,Boeing 777,194,Cancelled
464,SFO,JFK,2024-08-04 03:33:00,2024-08-04 05:41:00,Airbus A380,128,Cancelled
465,ORD,ATL,2024-08-22 15:54:00,2024-08-22 19:40:00,Airbus A380,226,Cancelled
466,SEA,JFK,2024-07-11 20:33:00,2024-07-11 23:50:00,Airbus A380,197,Scheduled
467,ORD,DFW,2024-02-26 20:30:00,2024-02-27 02:06:00,Boeing 737,336,Scheduled
468,ATL,ORD,2024-06-12 21:42:00,2024-06-12 22:56:00,Airbus A320,74,Cancelled
469,LAS,ORD,2024-04-04 04:59:00,2024-04-04 10:17:00,Airbus A380,318,Delayed
470,ORD,JFK,2024-04-03 04:43:00,2024-04-03 06:00:00,Airbus A320,77,Scheduled
471,SFO,SFO,2024-12-02 21:20:00,2024-12-03 02:39:00,Boeing 777,319,Cancelled
472,MIA,MIA,2024-03-09 09:40:00,2024-03-09 11:20:00,Airbus A320,100,Delayed
473,JFK,SFO,2024-10-30 11:07:00,2024-10-30 12:21:00,Boeing 737,74,Delayed
474,SFO,ATL,2024-04-05 13:35:00,2024-04-05 17:35:00,Boeing 777,240,Scheduled
475,ATL,ATL,2024-07-31 15:44:00,2024-07-31 17:48:00,Boeing 777,124,Delayed
476,JFK,SEA,2024-08-11 03:42:00,2024-08-11 08:54:00,Boeing 737,312,Scheduled
477,ATL,LAX,2024-03-12 21:55:00,2024-03-12 23:26:00,Airbus A380,91,Delayed
478,LAX,SFO,2024-04-17 07:33:00,2024-04-17 12:43:00,Airbus A380,310,Cancelled
479,DEN,LAX,2024-02-25 02:18:00,2024-02-25 03:35:00,Airbus A380,77,Scheduled
480,LAX,DEN,2024-09-14 20:42:00,2024-09-15 00:49:00,Airbus A320,247,Scheduled
481,MIA,ATL,2024-05-05 15:23:00,2024-05-05 21:08:00,Boeing 777,345,Scheduled
482,JFK,LAX,2024-10-26 19:01:00,2024-10-27 00:57:00,Boeing 737,356,Cancelled
483,JFK,JFK,2024-12-16 17:32:00,2024-12-16 21:30:00,Boeing 737,238,Scheduled
484,DFW,ORD,2024-12-16 09:48:00,2024-12-16 11:44:00,Boeing 777,116,Scheduled
485,DFW,DFW,2024-08-25 11:29:00,2024-08-25 13:09:00,Boeing 737,100,Scheduled
486,LAS,LAX,2024-02-27 02:53:00,2024-02-27 05:22:00,Airbus A320,149,Delayed
487,MIA,LAX,2024-06-22 01:40:00,2024-06-22 03:21:00,Airbus A320,101,Delayed
488,SEA,SEA,2024-12-23 15:24:00,2024-12-23 19:59:00,Boeing 737,275,Scheduled
489,ATL,DFW,2024-03-18 13:11:00,2024-03-18 18:33:00,Airbus A320,322,Scheduled
490,DEN,LAX,2024-03-30 01:19:00,2024-03-30 02:44:00,Boeing 777,85,Scheduled
491,ORD,SEA,2024-12-07 06:46:00,2024-12-07 08:05:00,Boeing 737,79,Cancelled
492,ATL,DFW,2024-09-27 18:34:00,2024-09-27 22:56:00,Boeing 737,262,Scheduled
493,DFW,DFW,2024-02-03 02:53:00,2024-02-03 07:55:00,Airbus A380,302,Scheduled
494,ORD,ATL,2024-02-11 17:50:00,2024-02-11 19:21:00,Airbus A320,91,Delayed
495,SEA,LAS,2024-03-04 12:51:00,2024-03-04 14:25:00,Airbus A380,94,Delayed
496,SEA,DFW,2024-01-23 06:47:00,2024-01-23 09:17:00,Airbus A320,150,Scheduled
497,JFK,LAX,2024-06-08 01:11:00,2024-06-08 02:44:00,Boeing 777,93,Cancelled
498,DEN,LAX,2024-08-17 13:09:00,2024-08-17 18:30:00,Airbus A320,321,Delayed
499,DEN,DFW,2024-02-05 23:00:00,2024-02-06 00:15:00,Boeing 737,75,Delayed
500,ATL,ATL,2024-05-04 18:08:00,2024-05-04 20:22:00,Airbus A380,134,Scheduled
501,SFO,ORD,2024-05-20 15:48:00,2024-05-20 20:59:00,Airbus A320,311,Delayed
502,MIA,ATL,2024-11-11 09:15:00,2024-11-11 10:32:00,Boeing 777,77,Delayed
503,DFW,LAX,2024-03-26 07:05:00,2024-03-26 08:56:00,Boeing 737,111,Scheduled
504,DFW,MIA,2024-04-14 00:26:00,2024-04-14 03:36:00,Boeing 737,190,Scheduled
505,ATL,ATL,2024-10-15 10:22:00,2024-10-15 12:03:00,Airbus A380,101,Scheduled
506,SFO,SEA,2024-11-08 00:57:00,2024-11-08 05:00:00,Airbus A380,243,Delayed
507,SEA,ATL,2024-12-16 21:35:00,2024-12-17 01:52:00,Boeing 737,257,Scheduled
508,DFW,LAS,2024-10-11 02:39:00,2024-10-11 07:28:00,Boeing 777,289,Delayed
509,DFW,SFO,2024-09-21 17:45:00,2024-09-21 21:24:00,Airbus A320,219,Delayed
510,LAS,ORD,2024-05-29 02:13:00,2024-05-29 06:35:00,Boeing 777,262,Delayed
511,ATL,LAX,2024-02-07 13:47:00,2024-02-07 15:24:00,Airbus A380,97,Scheduled
512,JFK,ATL,2024-07-03 17:44:00,2024-07-03 22:40:00,Boeing 737,296,Cancelled
513,MIA,JFK,2024-03-14 23:25:00,2024-03-15 04:54:00,Boeing 737,329,Delayed
514,SFO,LAX,2024-12-30 03:04:00,2024-12-30 05:01:00,Airbus A320,117,Cancelled
515,SFO,ORD,2024-02-05 12:05:00,2024-02-05 16:57:00,Boeing 737,292,Scheduled
516,LAX,SFO,2024-02-15 17:14:00,2024-02-15 22:58:00,Airbus A380,344,Cancelled
517,SFO,LAS,2024-07-26 07:22:00,2024-07-26 10:05:00,Boeing 777,163,Delayed
518,LAS,DFW,2024-05-11 21:38:00,2024-05-11 23:46:00,Airbus A320,128,Cancelled
519,LAS,ORD,2024-05-22 17:55:00,2024-05-22 22:23:00,Airbus A320,268,Cancelled
520,MIA,LAS,2024-12-15 01:51:00,2024-12-15 05:56:00,Airbus A380,245,Delayed
521,SEA,DEN,2024-07-07 03:55:00,2024-07-07 05:15:00,Boeing 777,80,Cancelled
522,SEA,DFW,2024-08-04 22:05:00,2024-08-05 03:24:00,Airbus A380,319,Delayed
523,JFK,ORD,2024-10-10 09:02:00,2024-10-10 14:05:00,Airbus A320,303,Delayed
524,SEA,MIA,2024-03-14 23:55:00,2024-03-15 02:56:00,Boeing 737,181,Cancelled
525,DFW,MIA,2024-06-04 00:14:00,2024-06-04 02:47:00,Boeing 777,153,Cancelled
526,JFK,ORD,2024-02-04 16:14:00,2024-02-04 20:56:00,Airbus A380,282,Delayed
527,LAS,MIA,2024-02-22 18:40:00,2024-02-22 22:23:00,Airbus A380,223,Delayed
528,MIA,LAS,2024-09-05 22:47:00,2024-09-06 02:03:00,Airbus A320,196,Scheduled
529,ATL,ATL,2024-01-26 09:53:00,2024-01-26 13:48:00,Airbus A380,235,Scheduled
530,SEA,LAX,2024-04-29 17:48:00,2024-04-29 20:24:00,Boeing 737,156,Cancelled
531,SFO,MIA,2024-03-27 08:25:00,2024-03-27 13:17:00,Airbus A380,292,Scheduled
532,ATL,LAS,2024-12-15 22:05:00,2024-12-16 00:33:00,Airbus A320,148,Delayed
533,ATL,JFK,2024-02-20 17:26:00,2024-02-20 19:56:00,Boeing 737,150,Scheduled
534,DEN,SFO,2024-03-27 04:02:00,2024-03-27 09:18:00,Airbus A380,316,Delayed
535,SEA,LAX,2024-03-02 15:29:00,2024-03-02 18:26:00,Boeing 777,177,Delayed
536,LAX,LAS,2024-03-10 18:30:00,2024-03-10 20:53:00,Airbus A380,143,Cancelled
537,DEN,ORD,2024-09-18 12:44:00,2024-09-18 14:56:00,Airbus A320,132,Scheduled
538,SFO,SFO,2024-09-16 06:46:00,2024-09-16 09:01:00,Boeing 737,135,Cancelled
539,DEN,DEN,2024-03-14 22:11:00,2024-03-14 23:36:00,Airbus A380,85,Cancelled
540,DEN,ATL,2024-07-27 06:16:00,2024-07-27 07:48:00,Airbus A320,92,Delayed
541,MIA,SFO,2024-11-03 10:22:00,2024-11-03 15:11:00,Boeing 737,289,Cancelled
542,JFK,ATL,2024-01-17 04:02:00,2024-01-17 06:51:00,Airbus A320,169,Scheduled
543,ATL,SEA,2024-07-17 20:36:00,2024-07-18 01:36:00,Boeing 737,300,Delayed
544,SEA,ATL,2024-09-04 19:46:00,2024-09-04 21:11:00,Boeing 777,85,Cancelled
545,LAX,LAS,2024-02-14 17:31:00,2024-02-14 22:35:00,Boeing 777,304,Delayed
546,DEN,DEN,2024-02-28 21:40:00,2024-02-29 03:05:00,Airbus A320,325,Cancelled
547,MIA,SFO,2024-05-06 15:18:00,2024-05-06 18:41:00,Airbus A320,203,Cancelled
548,SEA,SFO,2024-12-08 00:12:00,2024-12-08 01:30:00,Airbus A380,78,Delayed
549,MIA,ATL,2024-10-01 03:26:00,2024-10-01 08:47:00,Airbus A320,321,Cancelled
